PARTIDA;TURNO;NOME_AGENTE;COR_PECA;PLY_TIME;MAX DEPTH; BFACTOR; TOTAL_NODES;MAX BRANCH;MAX BOARD;RESULTADO;
24;8;MCTS;2;2.88;12;7.0;218621;18;00000	12020	02110	01000	00000	; ;
24;9;MINIMAX_T;1;1.222;5;13.0;804050;17;20000	12020	02110	01000	00000	; ;
24;10;MCTS;2;1.227;10;7.0;116048;16;20000	12020	02110	01100	00000	; ;
24;11;MINIMAX_T;1;0.539;5;11.0;388944;15;20200	12020	02110	01100	00000	; ;
24;12;MCTS;2;0.549;5;10.0;25826;14;20210	12020	02110	01100	00000	; ;
24;13;MINIMAX_T;1;0.235;5;9.0;173486;13;20210	12020	02110	01120	00000	; ;
24;14;MCTS;2;0.238;4;9.0;9490;12;20210	12021	02110	01120	00000	; ;
24;15;MINIMAX_T;1;0.11;5;7.0;64472;11;20210	12021	02110	01120	00200	; ;
24;16;MCTS;2;0.126;5;6.0;6190;10;20210	12021	02111	01120	00200	; ;
24;17;MINIMAX_T;1;0.031;5;5.0;18730;9;20212	12021	02111	01120	00200	; ;
24;18;MCTS;2;0.033;5;4.0;2626;8;20212	12021	02111	01120	00201	; ;
24;19;MINIMAX_T;1;0.0;5;3.0;3620;7;20212	12021	02111	01122	00201	; ;
24;20;MCTS;2;0.016;4;3.0;368;6;20212	12021	02111	01122	01201	; ;
24;21;MINIMAX_T;1;0.0;5;1.0;326;5;20212	12021	02111	01122	21201	; ;
24;22;MCTS;2;0.016;4;1.0;65;4;20212	12021	02111	11122	21201	; ;
24;23;MINIMAX_T;1;0.0;5;1.0;16;3;20212	12021	22111	11122	21201	; ;
24;24;MCTS;2;0.015;2;1.0;5;2;20212	12021	22111	11122	21211	; ;
24;25;MINIMAX_T;1;0.0;5;1.0;2;1;22212	12021	22111	11122	21211	;EMPATE;
25;1;MCTS;2;0.016;3;19.0;183;24;02000	00000	00000	00000	00000	; ;
25;2;MINIMAX_T;1;4.111;5;19.0;2629442;23;20000	00100	00000	00000	00000	; ;
25;3;MCTS;2;4.125;10;14.0;297489;22;20000	00200	00100	00000	00000	; ;
25;4;MINIMAX_T;1;6.031;5;18.0;3315929;22;20020	00000	00100	00000	00000	; ;
25;5;MCTS;2;6.032;8;14.0;414573;21;20020	00000	00100	01000	00000	; ;
25;6;MINIMAX_T;1;4.785;5;16.0;1782431;20;20220	00000	00100	01000	00000	; ;
25;7;MCTS;2;4.786;10;10.0;347087;19;21220	00000	00100	01000	00000	; ;
25;8;MINIMAX_T;1;1.941;5;14.0;1092957;18;21220	00020	00100	01000	00000	; ;
25;9;MCTS;2;1.942;10;8.0;188032;17;21220	00020	01100	01000	00000	; ;
25;10;MINIMAX_T;1;0.859;5;12.0;558037;16;21220	02020	01100	01000	00000	; ;
25;11;MCTS;2;0.874;9;7.0;78436;15;21220	02020	01110	01000	00000	; ;
25;12;MINIMAX_T;1;0.513;5;10.0;261365;14;21220	02020	21110	01000	00000	; ;
25;13;MCTS;2;0.517;8;6.0;67758;13;21220	02120	21110	01000	00000	; ;
25;14;MINIMAX_T;1;0.246;5;8.0;91445;12;21220	02120	21110	21000	00000	; ;
25;15;MCTS;2;0.248;5;7.0;15784;11;21220	12120	21110	21000	00000	; ;
25;16;MINIMAX_T;1;0.04;5;6.0;36101;10;21220	12120	21110	21200	00000	; ;
25;17;MCTS;2;0.041;4;6.0;2888;9;21220	12120	21110	21201	00000	; ;
25;18;MINIMAX_T;1;0.02;5;4.0;8801;8;21220	12120	21110	21201	00020	; ;
25;19;MCTS;2;0.021;5;3.0;2684;7;21220	12120	21111	21201	00020	; ;
25;20;MINIMAX_T;1;0.001;5;2.0;1237;6;21222	12120	21111	21201	00020	; ;
25;21;MCTS;2;0.002;5;1.0;326;5;21222	12121	21111	21201	00020	; ;
25;22;MINIMAX_T;1;0.001;5;1.0;65;4;21222	12121	21111	21201	00022	; ;
25;23;MCTS;2;0.002;3;1.0;16;3;21222	12121	21111	21201	01022	; ;
25;24;MINIMAX_T;1;0.0;5;1.0;5;2;21222	12121	21111	21201	01222	; ;
25;25;MCTS;2;0.001;1;1.0;2;1;21222	12121	21111	21211	01222	;EMPATE;
26;1;MINIMAX_T;1;1.187;5;20.0;821955;24;01000	00000	00000	00000	00000	; ;
26;2;MCTS;2;1.188;11;15.0;61357;23;02000	00100	00000	00000	00000	; ;
26;3;MINIMAX_T;1;3.363;5;19.0;1979918;22;00000	10100	00200	00000	00000	; ;
26;4;MCTS;2;3.367;10;13.0;307026;21;00000	00120	01200	00000	00000	; ;
26;5;MINIMAX_T;1;2.24;5;17.0;1281801;20;00001	00100	01200	00020	00000	; ;
26;6;MCTS;2;2.241;10;12.0;189537;19;02000	01100	01200	00020	00000	; ;
26;7;MINIMAX_T;1;2.431;5;15.0;1462304;19;00000	01120	01200	00020	00000	; ;
26;8;MCTS;2;2.44;10;9.0;226719;18;00000	01120	01200	01020	00000	; ;
26;9;MINIMAX_T;1;1.319;5;13.0;796760;17;02000	01120	01200	01020	00000	; ;
26;10;MCTS;2;1.33;12;6.0;106003;16;02010	01120	01200	01020	00000	; ;
26;11;MINIMAX_T;1;0.719;5;11.0;396060;15;02010	21120	01200	01020	00000	; ;
26;12;MCTS;2;0.731;10;5.0;91077;14;02010	21120	01200	01020	01000	; ;
26;13;MINIMAX_T;1;0.22;5;9.0;171506;13;02010	21120	01200	21020	01000	; ;
26;14;MCTS;2;0.317;4;9.0;10112;12;02010	21120	11200	21020	01000	; ;
26;15;MINIMAX_T;1;0.091;5;7.0;64472;11;22010	21120	11200	21020	01000	; ;
26;16;MCTS;2;0.098;5;6.0;8029;10;22010	21120	11200	21020	01010	; ;
26;17;MINIMAX_T;1;0.034;5;5.0;18730;9;22012	21120	11200	21020	01010	; ;
26;18;MCTS;2;0.047;5;4.0;5819;8;22012	21120	11200	21020	01110	; ;
26;19;MINIMAX_T;1;0.0;5;3.0;3620;7;22012	21120	11200	21020	21110	; ;
26;20;MCTS;2;0.015;5;2.0;1022;6;22012	21120	11200	21020	21111	; ;
26;21;MINIMAX_T;1;0.001;5;1.0;326;5;22012	21120	11200	21220	21111	; ;
26;22;MCTS;2;0.002;4;1.0;65;4;22112	21120	11200	21220	21111	; ;
26;23;MINIMAX_T;1;0.0;5;1.0;16;3;22112	21120	11200	21222	21111	; ;
26;24;MCTS;2;0.001;2;1.0;5;2;22112	21121	11200	21222	21111	; ;
26;25;MINIMAX_T;1;0.0;5;1.0;2;1;22112	21121	11220	21222	21111	;EMPATE;
27;1;MCTS;2;0.04;1;3.0;4;14;00000	02000	00000	00000	00000	; ;
27;2;MINIMAX_T;1;0.912;5;19.0;659933;23;01000	00000	00200	00000	00000	; ;
27;3;MCTS;2;0.919;9;15.0;78577;22;00000	00100	00200	00000	02000	; ;
27;4;MINIMAX_T;1;5.877;5;18.0;3231138;22;00000	00100	00200	02000	00000	; ;
27;5;MCTS;2;5.885;10;13.0;421888;21;00000	00110	00200	02000	00000	; ;
27;6;MINIMAX_T;1;3.956;5;16.0;1960329;20;00000	02110	00200	02000	00000	; ;
27;7;MCTS;2;3.957;8;13.0;248086;19;00000	02110	01200	02000	00000	; ;
27;8;MINIMAX_T;1;1.632;5;14.0;980917;18;00000	02110	01200	02020	00000	; ;
27;9;MCTS;2;1.637;8;10.0;187901;17;10000	02110	01200	02020	00000	; ;
27;10;MINIMAX_T;1;0.618;5;12.0;502997;16;10000	02110	01200	22020	00000	; ;
27;11;MCTS;2;0.622;5;11.0;17429;15;10000	02110	01200	22120	00000	; ;
27;12;MINIMAX_T;1;0.398;5;10.0;266629;14;10200	02110	01200	22120	00000	; ;
27;13;MCTS;2;0.411;5;9.0;19682;13;10200	02110	01200	22120	00001	; ;
27;14;MINIMAX_T;1;0.173;5;8.0;108385;12;10200	02110	21200	22120	00001	; ;
27;15;MCTS;2;0.194;5;7.0;11754;11;10200	02110	21200	22120	10001	; ;
27;16;MINIMAX_T;1;0.032;5;6.0;36101;10;10200	02110	21220	22120	10001	; ;
27;17;MCTS;2;0.047;5;5.0;4799;9;10200	02110	21220	22120	10011	; ;
27;18;MINIMAX_T;1;0.019;5;4.0;8801;8;10202	02110	21220	22120	10011	; ;
27;19;MCTS;2;0.032;5;3.0;3569;7;10202	12110	21220	22120	10011	; ;
27;20;MINIMAX_T;1;0.0;5;2.0;1237;6;10202	12110	21222	22120	10011	; ;
27;21;MCTS;2;0.015;5;1.0;326;5;11202	12110	21222	22120	10011	; ;
27;22;MINIMAX_T;1;0.0;5;1.0;65;4;11202	12112	21222	22120	10011	; ;
27;23;MCTS;2;0.016;3;1.0;16;3;11202	12112	21222	22121	10011	; ;
27;24;MINIMAX_T;1;0.0;5;1.0;5;2;11202	12112	21222	22121	10211	; ;
27;25;MCTS;2;0.015;1;1.0;2;1;11212	12112	21222	22121	10211	;EMPATE;
28;1;MINIMAX_T;1;1.026;5;20.0;821955;24;01000	00000	00000	00000	00000	; ;
28;2;MCTS;2;1.03;11;15.0;46842;23;00000	00100	02000	00000	00000	; ;
28;3;MINIMAX_T;1;3.338;5;19.0;1979918;22;00000	00100	00200	00000	10000	; ;
28;4;MCTS;2;3.343;10;14.0;268692;21;02000	00100	01200	00000	00000	; ;
28;5;MINIMAX_T;1;2.324;5;17.0;1281801;20;00010	02100	01200	00000	00000	; ;
28;6;MCTS;2;2.336;10;11.0;194288;19;00000	02100	01200	00012	00000	; ;
28;7;MINIMAX_T;1;2.421;5;15.0;1479108;19;00000	02120	01200	00010	00000	; ;
28;8;MCTS;2;2.432;8;11.0;242113;18;00000	02120	01200	00010	10000	; ;
28;9;MINIMAX_T;1;1.129;5;13.0;688996;17;00000	02120	01200	02010	10000	; ;
28;10;MCTS;2;1.136;12;5.0;90861;15;00001	02120	01202	02010	10000	; ;
28;11;MINIMAX_T;1;0.32;5;11.0;197115;14;20001	02121	01200	02010	10000	; ;
28;12;MCTS;2;0.359;9;6.0;21773;14;21001	02120	01200	02010	10000	; ;
28;13;MINIMAX_T;1;0.246;5;9.0;170901;13;21001	02120	01200	22010	10000	; ;
28;14;MCTS;2;0.247;8;5.0;42262;12;21101	02120	01200	22010	10000	; ;
28;15;MINIMAX_T;1;0.077;5;7.0;53582;11;21101	02120	21200	22010	10000	; ;
28;16;MCTS;2;0.115;4;7.0;3429;10;21101	12120	21200	22010	10000	; ;
28;17;MINIMAX_T;1;0.021;5;5.0;18730;9;21101	12120	21202	22010	10000	; ;
28;18;MCTS;2;0.023;5;4.0;3512;8;21111	12120	21202	22010	10000	; ;
28;19;MINIMAX_T;1;0.008;5;3.0;3620;7;21111	12120	21202	22210	10000	; ;
28;20;MCTS;2;0.009;6;1.0;1575;6;21111	12120	21202	22210	10100	; ;
28;21;MINIMAX_T;1;0.0;5;1.0;326;5;21111	12122	21202	22210	10100	; ;
28;22;MCTS;2;0.002;4;1.0;65;4;21111	12122	21202	22210	10101	; ;
28;23;MINIMAX_T;1;0.0;5;1.0;16;3;21111	12122	21202	22210	10121	; ;
28;24;MCTS;2;0.001;2;1.0;5;2;21111	12122	21202	22210	11121	; ;
28;25;MINIMAX_T;1;0.0;5;1.0;2;1;21111	12122	21222	22210	11121	;EMPATE;
29;1;MCTS;2;0.001;2;11.0;10;24;02000	00000	00000	00000	00000	; ;
29;2;MINIMAX_T;1;9.974;5;20.0;5251369;24;02000	00000	00000	00000	00000	; ;
29;3;MCTS;2;10.498;10;15.0;406388;23;02000	00000	00010	00000	00000	; ;
29;4;MINIMAX_T;1;7.236;5;18.0;3326493;22;02000	00000	00010	02000	00000	; ;
29;5;MCTS;2;8.324;8;14.0;429439;21;02000	00000	00110	02000	00000	; ;
29;6;MINIMAX_T;1;3.86;5;16.0;1791713;20;02000	00000	02110	02000	00000	; ;
29;7;MCTS;2;3.871;10;10.0;243260;19;02000	01000	02110	02000	00000	; ;
29;8;MINIMAX_T;1;2.297;5;14.0;1100101;18;02000	01000	02110	02020	00000	; ;
29;9;MCTS;2;2.298;10;8.0;213289;17;02000	01000	02110	02120	00000	; ;
29;10;MINIMAX_T;1;1.103;5;12.0;567089;16;02200	01000	02110	02120	00000	; ;
29;11;MCTS;2;1.104;13;4.0;94933;15;02210	01000	02110	02120	00000	; ;
29;12;MINIMAX_T;1;0.407;5;10.0;266645;14;02210	21000	02110	02120	00000	; ;
29;13;MCTS;2;0.408;10;4.0;49983;13;02210	21001	02110	02120	00000	; ;
29;14;MINIMAX_T;1;0.154;5;8.0;106933;12;02210	21001	22110	02120	00000	; ;
29;15;MCTS;2;0.155;7;5.0;13924;11;02210	21001	22111	02120	00000	; ;
29;16;MINIMAX_T;1;0.036;5;6.0;29477;10;22210	21001	22111	02120	00000	; ;
29;17;MCTS;2;0.037;5;5.0;4595;9;22210	21001	22111	12120	00000	; ;
29;18;MINIMAX_T;1;0.011;5;4.0;8801;8;22210	21001	22111	12120	02000	; ;
29;19;MCTS;2;0.012;5;3.0;1827;7;22210	21001	22111	12120	02100	; ;
29;20;MINIMAX_T;1;0.002;5;2.0;1237;6;22210	21001	22111	12120	02102	; ;
29;21;MCTS;2;0.003;5;1.0;326;5;22210	21001	22111	12121	02102	; ;
29;22;MINIMAX_T;1;0.0;5;1.0;65;4;22212	21001	22111	12121	02102	; ;
29;23;MCTS;2;0.002;3;1.0;16;3;22212	21101	22111	12121	02102	; ;
29;24;MINIMAX_T;1;0.0;5;1.0;5;2;22212	21101	22111	12121	02122	; ;
29;25;MCTS;2;0.002;1;1.0;2;1;22212	21111	22111	12121	02122	;EMPATE;
30;1;MINIMAX_T;1;1.26;5;20.0;821955;24;01000	00000	00000	00000	00000	; ;
30;2;MCTS;2;1.261;12;16.0;54712;23;20000	00100	00000	00000	00000	; ;
30;3;MINIMAX_T;1;3.605;5;19.0;1979918;22;00000	00100	10200	00000	00000	; ;
30;4;MCTS;2;3.606;10;13.0;266599;21;00200	00100	01200	00000	00000	; ;
30;5;MINIMAX_T;1;2.091;5;17.0;1281801;20;00010	02100	01200	00000	00000	; ;
30;6;MCTS;2;2.096;10;11.0;120347;19;00000	02120	01200	00010	00000	; ;
30;7;MINIMAX_T;1;2.376;5;15.0;1479108;19;00000	02120	01200	00010	00000	; ;
30;8;MCTS;2;2.381;8;11.0;238604;18;00000	02120	01200	00010	10000	; ;
30;9;MINIMAX_T;1;1.385;5;13.0;713090;17;00002	02120	01200	00010	10000	; ;
30;10;MCTS;2;1.386;12;5.0;131958;16;00002	02120	01200	01010	10000	; ;
30;11;MINIMAX_T;1;0.627;5;11.0;396060;15;00002	02120	01200	21010	10000	; ;
30;12;MCTS;2;0.641;10;5.0;82701;14;01002	02120	01200	21010	10000	; ;
30;13;MINIMAX_T;1;0.311;5;9.0;171506;13;21002	02120	01200	21010	10000	; ;
30;14;MCTS;2;0.332;8;5.0;49996;12;21002	02120	01200	21011	10000	; ;
30;15;MINIMAX_T;1;0.078;5;7.0;53582;11;21002	02120	21200	21011	10000	; ;
30;16;MCTS;2;0.079;4;7.0;4763;10;21002	12120	21200	21011	10000	; ;
30;17;MINIMAX_T;1;0.031;5;5.0;18730;9;21002	12120	21220	21011	10000	; ;
30;18;MCTS;2;0.033;4;5.0;1911;8;21002	12120	21220	21111	10000	; ;
30;19;MINIMAX_T;1;0.0;5;3.0;3620;7;21202	12120	21220	21111	10000	; ;
30;20;MCTS;2;0.016;4;3.0;302;6;21202	12120	21220	21111	10010	; ;
30;21;MINIMAX_T;1;0.0;5;1.0;326;5;21202	12122	21220	21111	10010	; ;
30;22;MCTS;2;0.015;4;1.0;65;4;21202	12122	21221	21111	10010	; ;
30;23;MINIMAX_T;1;0.0;5;1.0;16;3;21202	12122	21221	21111	12010	; ;
30;24;MCTS;2;0.016;2;1.0;5;2;21202	12122	21221	21111	12011	; ;
30;25;MINIMAX_T;1;0.0;5;1.0;2;1;21202	12122	21221	21111	12211	;EMPATE;
31;1;MCTS;2;0.016;3;18.0;158;24;02000	00000	00000	00000	00000	; ;
31;2;MINIMAX_T;1;4.683;5;19.0;2629442;23;20001	00000	00000	00000	00000	; ;
31;3;MCTS;2;4.684;10;14.0;216311;22;20000	00020	00100	00000	00000	; ;
31;4;MINIMAX_T;1;7.618;5;18.0;3315929;22;20020	00000	00100	00000	00000	; ;
31;5;MCTS;2;7.63;8;14.0;547709;21;20020	00000	00100	01000	00000	; ;
31;6;MINIMAX_T;1;5.492;5;16.0;1779309;20;22020	00000	00100	01000	00000	; ;
31;7;MCTS;2;5.495;10;10.0;447805;19;22120	00000	00100	01000	00000	; ;
31;8;MINIMAX_T;1;2.07;5;14.0;1092885;18;22120	00020	00100	01000	00000	; ;
31;9;MCTS;2;2.079;10;8.0;214546;17;22120	00020	00110	01000	00000	; ;
31;10;MINIMAX_T;1;0.924;5;12.0;553353;16;22120	20020	00110	01000	00000	; ;
31;11;MCTS;2;0.927;8;8.0;111340;15;22120	20020	00110	01100	00000	; ;
31;12;MINIMAX_T;1;0.428;5;10.0;222929;14;22120	20220	00110	01100	00000	; ;
31;13;MCTS;2;0.429;8;6.0;49304;13;22120	21220	00110	01100	00000	; ;
31;14;MINIMAX_T;1;0.133;5;8.0;89825;12;22120	21220	20110	01100	00000	; ;
31;15;MCTS;2;0.149;5;7.0;5202;11;22120	21220	20110	11100	00000	; ;
31;16;MINIMAX_T;1;0.045;5;6.0;36101;10;22120	21220	20110	11120	00000	; ;
31;17;MCTS;2;0.046;5;5.0;5774;9;22120	21220	20110	11120	01000	; ;
31;18;MINIMAX_T;1;0.01;5;4.0;8801;8;22120	21220	20110	11120	21000	; ;
31;19;MCTS;2;0.011;5;3.0;1951;7;22120	21220	21110	11120	21000	; ;
31;20;MINIMAX_T;1;0.001;5;2.0;1237;6;22120	21220	21110	11120	21002	; ;
31;21;MCTS;2;0.017;5;1.0;326;5;22120	21221	21110	11120	21002	; ;
31;22;MINIMAX_T;1;0.0;5;1.0;65;4;22120	21221	21110	11120	21202	; ;
31;23;MCTS;2;0.016;3;1.0;16;3;22120	21221	21111	11120	21202	; ;
31;24;MINIMAX_T;1;0.0;5;1.0;5;2;22120	21221	21111	11120	21222	; ;
31;25;MCTS;2;0.001;1;1.0;2;1;22120	21221	21111	11121	21222	;EMPATE;
32;1;MINIMAX_T;1;1.305;5;20.0;821955;24;01000	00000	00000	00000	00000	; ;
32;2;MCTS;2;1.317;12;15.0;77648;23;02000	00000	00100	00000	00000	; ;
32;3;MINIMAX_T;1;3.628;5;19.0;2091504;22;20000	00001	00100	00000	00000	; ;
32;4;MCTS;2;3.642;10;13.0;437023;21;20000	00000	00100	00012	00000	; ;
32;5;MINIMAX_T;1;4.436;5;17.0;2572636;21;22000	00000	00100	00010	00000	; ;
32;6;MCTS;2;4.442;8;13.0;354337;20;22000	00000	00110	00010	00000	; ;
32;7;MINIMAX_T;1;2.181;5;15.0;1334446;19;22020	00000	00110	00010	00000	; ;
32;8;MCTS;2;2.193;10;9.0;263625;18;22120	00000	00110	00010	00000	; ;
32;9;MINIMAX_T;1;1.16;5;13.0;792742;17;22120	00000	20110	00010	00000	; ;
32;10;MCTS;2;1.162;10;7.0;100338;16;22120	00000	20110	00110	00000	; ;
32;11;MINIMAX_T;1;0.633;5;11.0;388880;15;22120	00200	20110	00110	00000	; ;
32;12;MCTS;2;0.707;8;7.0;115551;14;22120	00200	20110	01110	00000	; ;
32;13;MINIMAX_T;1;0.143;5;9.0;146454;13;22120	00200	20110	21110	00000	; ;
32;14;MCTS;2;0.203;1;6.0;13;12;22120	10200	20110	21110	00000	; ;
32;15;MINIMAX_T;1;0.066;5;7.0;64472;11;22120	10220	20110	21110	00000	; ;
32;16;MCTS;2;0.078;5;6.0;7323;10;22120	10220	21110	21110	00000	; ;
32;17;MINIMAX_T;1;0.016;5;5.0;18730;9;22120	12220	21110	21110	00000	; ;
32;18;MCTS;2;0.023;5;4.0;3417;8;22120	12221	21110	21110	00000	; ;
32;19;MINIMAX_T;1;0.002;5;3.0;3620;7;22120	12221	21110	21110	20000	; ;
32;20;MCTS;2;0.003;3;4.0;147;6;22120	12221	21111	21110	20000	; ;
32;21;MINIMAX_T;1;0.0;5;1.0;326;5;22120	12221	21111	21112	20000	; ;
32;22;MCTS;2;0.001;1;2.0;2;4;22120	12221	21111	21112	20010	; ;
32;23;MINIMAX_T;1;0.0;5;1.0;16;3;22120	12221	21111	21112	22010	; ;
32;24;MCTS;2;0.001;2;1.0;5;2;22121	12221	21111	21112	22010	; ;
32;25;MINIMAX_T;1;0.0;5;1.0;2;1;22121	12221	21111	21112	22012	;EMPATE;
33;1;MCTS;2;0.001;1;3.0;6;24;02000	00000	00000	00000	00000	; ;
33;2;MINIMAX_T;1;4.092;5;19.0;2629442;23;00200	00000	10000	00000	00000	; ;
33;3;MCTS;2;4.096;10;14.0;368092;22;02200	00000	00000	00100	00000	; ;
33;4;MINIMAX_T;1;5.794;5;18.0;3312401;22;20200	00000	00000	00100	00000	; ;
33;5;MCTS;2;5.853;8;14.0;427837;21;20200	00000	00010	00100	00000	; ;
33;6;MINIMAX_T;1;3.842;5;16.0;1791461;20;22200	00000	00010	00100	00000	; ;
33;7;MCTS;2;3.843;10;10.0;416782;19;22210	00000	00010	00100	00000	; ;
33;8;MINIMAX_T;1;2.268;5;14.0;1100029;18;22210	00000	00010	00120	00000	; ;
33;9;MCTS;2;2.269;10;8.0;178864;17;22210	00000	00110	00120	00000	; ;
33;10;MINIMAX_T;1;0.911;5;12.0;567089;16;22210	00000	02110	00120	00000	; ;
33;11;MCTS;2;0.912;12;4.0;113469;15;22210	00000	02110	01120	00000	; ;
33;12;MINIMAX_T;1;0.354;5;10.0;266645;14;22210	00020	02110	01120	00000	; ;
33;13;MCTS;2;0.391;10;4.0;51562;13;22210	00021	02110	01120	00000	; ;
33;14;MINIMAX_T;1;0.117;5;8.0;105505;12;22210	20021	02110	01120	00000	; ;
33;15;MCTS;2;0.118;8;5.0;31200;11;22210	20021	02110	01120	01000	; ;
33;16;MINIMAX_T;1;0.028;5;6.0;28805;10;22210	20021	02110	21120	01000	; ;
33;17;MCTS;2;0.029;8;2.0;9628;9;22210	20021	12110	21120	01000	; ;
33;18;MINIMAX_T;1;0.007;5;4.0;6869;8;22210	22021	12110	21120	01000	; ;
33;19;MCTS;2;0.008;5;3.0;1845;7;22210	22121	12110	21120	01000	; ;
33;20;MINIMAX_T;1;0.001;5;2.0;1237;6;22212	22121	12110	21120	01000	; ;
33;21;MCTS;2;0.002;5;1.0;326;5;22212	22121	12110	21120	01100	; ;
33;22;MINIMAX_T;1;0.0;5;1.0;65;4;22212	22121	12112	21120	01100	; ;
33;23;MCTS;2;0.001;3;1.0;16;3;22212	22121	12112	21120	01110	; ;
33;24;MINIMAX_T;1;0.0;5;1.0;5;2;22212	22121	12112	21122	01110	; ;
33;25;MCTS;2;0.001;1;1.0;2;1;22212	22121	12112	21122	11110	;EMPATE;
34;1;MINIMAX_T;1;0.914;5;20.0;821955;24;01000	00000	00000	00000	00000	; ;
34;2;MCTS;2;0.917;10;19.0;24540;23;02000	00000	00100	00000	00000	; ;
34;3;MINIMAX_T;1;3.372;5;19.0;2091504;22;20000	00100	00100	00000	00000	; ;
34;4;MCTS;2;3.373;10;13.0;300989;21;20000	00200	00100	00010	00000	; ;
34;5;MINIMAX_T;1;4.502;5;17.0;2572636;21;22000	00000	00100	00010	00000	; ;
34;6;MCTS;2;4.503;8;13.0;403312;20;22000	00000	00110	00010	00000	; ;
34;7;MINIMAX_T;1;2.639;5;15.0;1334446;19;22020	00000	00110	00010	00000	; ;
34;8;MCTS;2;2.64;10;9.0;254399;18;22120	00000	00110	00010	00000	; ;
34;9;MINIMAX_T;1;1.113;5;13.0;786646;17;22120	20000	00110	00010	00000	; ;
34;10;MCTS;2;1.12;8;9.0;91624;16;22120	20000	00110	00110	00000	; ;
34;11;MINIMAX_T;1;0.517;5;11.0;296495;15;22120	20000	20110	00110	00000	;VITORIA;
35;1;MCTS;2;0.518;7;20.0;12307;24;02000	00000	00000	00000	00000	; ;
35;2;MINIMAX_T;1;4.059;5;19.0;2629442;23;21000	00000	00000	00000	00000	; ;
35;3;MCTS;2;4.06;10;14.0;346731;22;20020	00000	00100	00000	00000	; ;
35;4;MINIMAX_T;1;5.666;5;18.0;3315929;22;20020	00000	00100	00000	00000	; ;
35;5;MCTS;2;5.667;8;14.0;398806;21;20020	00000	00100	01000	00000	; ;
35;6;MINIMAX_T;1;3.606;5;16.0;1779309;20;22020	00000	00100	01000	00000	; ;
35;7;MCTS;2;3.607;10;10.0;377805;19;22120	00000	00100	01000	00000	; ;
35;8;MINIMAX_T;1;2.482;5;14.0;1092885;18;22120	00020	00100	01000	00000	; ;
35;9;MCTS;2;2.534;10;8.0;262491;17;22120	00020	00110	01000	00000	; ;
35;10;MINIMAX_T;1;0.592;5;12.0;562405;16;22120	00020	20110	01000	00000	; ;
35;11;MCTS;2;0.593;8;8.0;71720;15;22120	00020	20110	01100	00000	; ;
35;12;MINIMAX_T;1;0.204;5;10.0;198088;14;22120	00020	20110	21100	00000	;VITORIA;
36;1;MINIMAX_T;1;1.3;5;20.0;821955;24;01000	00000	00000	00000	00000	; ;
36;2;MCTS;2;1.301;11;15.0;51441;23;00000	02100	00000	00000	00000	; ;
36;3;MINIMAX_T;1;2.659;5;19.0;1979918;22;00000	10100	00200	00000	00000	; ;
36;4;MCTS;2;2.69;10;13.0;201762;21;00200	00100	01200	00000	00000	; ;
36;5;MINIMAX_T;1;1.754;5;17.0;1281801;20;00010	02100	01200	00000	00000	; ;
36;6;MCTS;2;1.755;10;11.0;106275;19;00200	02100	01200	00010	00000	; ;
36;7;MINIMAX_T;1;2.406;5;15.0;1479108;19;00000	02120	01200	00010	00000	; ;
36;8;MCTS;2;2.407;8;11.0;235629;18;00000	02120	01200	00010	10000	; ;
36;9;MINIMAX_T;1;1.426;5;13.0;713090;17;00002	02120	01200	00010	10000	; ;
36;10;MCTS;2;1.427;12;5.0;155496;16;00002	02120	01200	01010	10000	; ;
36;11;MINIMAX_T;1;0.538;5;11.0;396060;15;00002	02120	01200	21010	10000	; ;
36;12;MCTS;2;0.539;10;5.0;76936;14;00002	02121	01200	21010	10000	; ;
36;13;MINIMAX_T;1;0.313;5;9.0;171506;13;20002	02121	01200	21010	10000	; ;
36;14;MCTS;2;0.347;8;5.0;51628;12;21002	02121	01200	21010	10000	; ;
36;15;MINIMAX_T;1;0.056;5;7.0;53582;11;21002	22121	01200	21010	10000	; ;
36;16;MCTS;2;0.089;4;7.0;3523;10;21002	22121	11200	21010	10000	; ;
36;17;MINIMAX_T;1;0.02;5;5.0;18730;9;21022	22121	11200	21010	10000	; ;
36;18;MCTS;2;0.021;5;4.0;3580;8;21022	22121	11200	21011	10000	; ;
36;19;MINIMAX_T;1;0.004;5;3.0;3620;7;21022	22121	11200	21011	10020	; ;
36;20;MCTS;2;0.005;6;2.0;1350;6;21022	22121	11210	21011	10020	; ;
36;21;MINIMAX_T;1;0.001;5;1.0;326;5;21022	22121	11210	21011	12020	; ;
36;22;MCTS;2;0.002;4;1.0;65;4;21022	22121	11210	21111	12020	; ;
36;23;MINIMAX_T;1;0.0;5;1.0;16;3;21022	22121	11210	21111	12220	; ;
36;24;MCTS;2;0.001;2;1.0;5;2;21022	22121	11210	21111	12221	; ;
36;25;MINIMAX_T;1;0.0;5;1.0;2;1;21222	22121	11210	21111	12221	;EMPATE;
37;1;MCTS;2;0.001;1;3.0;7;24;02000	00000	00000	00000	00000	; ;
37;2;MINIMAX_T;1;4.01;5;19.0;2629442;23;20000	00010	00000	00000	00000	; ;
37;3;MCTS;2;4.011;10;14.0;317344;22;20000	00000	00102	00000	00000	; ;
37;4;MINIMAX_T;1;5.334;5;18.0;3315929;22;22000	00000	00100	00000	00000	; ;
